year,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,country,latitude,longitude,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,total_damages
2010,Hydrological,Flood,Riverine flood,NA,Moldova (the Republic of),46.82,27.97,2010,7,5,2010,7,7,1,NA
2010,Geophysical,Earthquake,Ground movement,NA,Mexico,32.2861667,-115.2953333,2010,4,4,2010,4,4,2,1150000
2010,Hydrological,Flood,Riverine flood,NA,Mozambique,-19.96,34.25,2010,2,22,2010,3,11,5,NA
2010,Hydrological,Flood,Riverine flood,NA,Mauritania,16.245,-7.65,2010,9,19,2010,9,21,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Namibia,-18.69,23.23,2010,3,24,2010,3,24,8,NA
2010,Hydrological,Flood,Riverine flood,NA,Niger (the),13.6,14,2010,8,1,2010,8,11,3,NA
2010,Geophysical,Earthquake,Ground movement,NA,New Zealand,-43.522,171.83,2010,9,4,2010,9,4,NA,6500000
2010,Hydrological,Flood,Flash flood,NA,Pakistan,30.51,66.95,2010,7,21,2010,7,23,60,NA
2010,Hydrological,Flood,Riverine flood,NA,Pakistan,36.03,72.08,2010,6,22,2010,6,24,46,NA
2010,Hydrological,Flood,Riverine flood,NA,Panama,9.11,-82.64,2010,1,11,2010,1,13,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Peru,-4.68,-78.29,2010,2,10,2010,2,17,20,NA
2010,Geophysical,Volcanic activity,Ash fall,NA,Philippines (the),12.77,124.05,2010,11,9,2010,11,9,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Philippines (the),6.78,125.3,2010,5,28,2010,6,1,27,NA
2010,Hydrological,Flood,Riverine flood,NA,Korea (the Democratic People's Republic of),39.59,125.71,2010,7,27,2010,8,8,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Korea (the Democratic People's Republic of),40.365,124.97,2010,8,21,2010,8,21,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Saudi Arabia,21.51,41.92,2010,7,23,2010,7,25,14,NA
2010,Hydrological,Flood,Riverine flood,NA,Saudi Arabia,20.61,41.17,2010,7,10,2010,7,12,10,NA
2010,Hydrological,Flood,Riverine flood,NA,Sudan (the),18.7,36.7,2010,7,10,2010,7,15,33,NA
2010,Hydrological,Flood,Riverine flood,NA,Somalia,9.2,45.49,2010,3,1,2010,3,11,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Chad,11.385,14.63,2010,8,15,2010,9,17,24,NA
2010,Hydrological,Flood,Riverine flood,NA,Thailand,15.03,102.2,2010,10,10,2010,12,10,258,332000
2010,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.245,71.467,2010,1,2,2010,1,2,NA,1500
2010,Geophysical,Earthquake,Ground movement,NA,Turkey,38.864,39.986,2010,3,8,2010,3,8,51,NA
2010,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),22.918,120.795,2010,3,4,2010,3,4,NA,1000000
2010,Hydrological,Flood,Riverine flood,NA,Ukraine,48.59,24.79,2010,6,27,2010,7,2,6,1900
2010,Geophysical,Earthquake,Ground movement,NA,United States of America (the),40.652,-124.6925,2010,1,10,2010,1,10,NA,12500
2010,Hydrological,Flood,Riverine flood,NA,United States of America (the),39.48,-74.87,2010,3,27,2010,3,31,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,United States of America (the),34.58,-95.1,2010,6,10,2010,6,11,20,NA
2010,Hydrological,Flood,Riverine flood,NA,United States of America (the),38.8497,-120.73,2010,12,19,2010,12,19,NA,NA
2010,Hydrological,Flood,Riverine flood,NA,Viet Nam,12.52,108.9,2010,10,29,2010,11,10,31,107700
2010,Hydrological,Flood,Riverine flood,NA,Viet Nam,15.1821,108.8,2010,11,12,2010,11,17,50,256000
2011,Hydrological,Flood,Riverine flood,NA,Philippines (the),125.091,259.63,2011,3,14,2011,3,18,16,280
2011,Meteorological,Storm,Tropical cyclone,NA,Mexico,22.11,-98.75,2011,6,30,2011,7,1,22,70000
2011,Geophysical,Earthquake,Tsunami,NA,Japan,38.297,142.373,2011,3,11,2011,3,11,19846,210000000
2011,Hydrological,Flood,Riverine flood,NA,Sri Lanka,7.60326,81.25,2011,1,5,2011,1,18,47,200000
2011,Hydrological,Flood,Riverine flood,NA,Philippines (the),9.40044,125.78,2011,1,25,2011,2,7,23,12411
2011,Hydrological,Flood,Riverine flood,NA,Philippines (the),8.306,125.21,2011,5,31,2011,6,19,12,10666
2011,Hydrological,Flood,Flash flood,NA,Thailand,8.666,99.28,2011,3,23,2011,4,5,64,317000
2011,Hydrological,Flood,Riverine flood,NA,Thailand,17.038,102.82,2011,8,5,2012,1,4,813,40000000
2011,Meteorological,Storm,Tropical cyclone,NA,United States of America (the),40.186,-70.06,2011,8,27,2011,9,13,46,7300000
2011,Geophysical,Earthquake,Ground movement,NA,Japan,38.276,141.588,2011,4,7,2011,4,7,2,NA
2011,Hydrological,Flood,Riverine flood,NA,Kazakhstan,51.448,53.67,2011,4,9,2011,4,15,2,67000
2011,Geophysical,Earthquake,Ground movement,NA,Kyrgyzstan,40.081,71.41,2011,7,19,2011,7,19,NA,NA
2011,Hydrological,Flood,Riverine flood,NA,Lao People's Democratic Republic (the),19.3801,101.56,2011,6,23,2011,6,29,14,NA
2011,Hydrological,Flood,Riverine flood,NA,Sri Lanka,8.513,80.53,2011,2,1,2011,2,10,18,300000
2011,Hydrological,Flood,Riverine flood,NA,Lesotho,-29.5025,28.08,2011,2,1,2011,2,16,26,NA
2011,Geophysical,Earthquake,Ground movement,NA,Myanmar,20.687,99.822,2011,3,24,2011,3,24,74,3600
2011,Hydrological,Flood,Riverine flood,NA,Malaysia,-4.05208,104.67,2011,1,28,2011,1,31,2,NA
2011,Hydrological,Flood,Riverine flood,NA,Namibia,-18.188,20.64,2011,3,1,2011,4,12,108,12000
2011,Hydrological,Flood,Riverine flood,NA,Nigeria,12.5947,8.64,2011,7,15,2011,7,19,20,NA
2011,Hydrological,Flood,Riverine flood,NA,Nigeria,8.7372,4.47,2011,8,26,2011,9,8,120,NA
2011,Geophysical,Earthquake,Ground movement,NA,Nepal,27.73,88.155,2011,9,18,2011,9,18,7,NA
2011,Hydrological,Flood,Riverine flood,NA,Nepal,28.9081,82.28,2011,7,2,2011,7,19,15,NA
2011,Geophysical,Earthquake,Ground movement,NA,New Zealand,-43.583,172.68,2011,2,22,2011,2,22,181,15000000
2011,Geophysical,Earthquake,Ground movement,NA,Pakistan,28.777,63.951,2011,1,18,2011,1,18,2,NA
2011,Hydrological,Flood,Riverine flood,NA,Pakistan,25.012,69.07,2011,8,12,2011,11,1,509,2500000
2011,Geophysical,Volcanic activity,Ash fall,NA,Philippines (the),12.77,124.05,2011,2,21,2011,2,21,NA,NA
2011,Hydrological,Flood,Flash flood,NA,Philippines (the),7.39811,126.05,2011,6,28,2011,6,29,31,251
2011,Hydrological,Flood,Riverine flood,NA,Philippines (the),124.865,7.1,2011,2,1,2011,2,4,11,NA
2011,Hydrological,Flood,Riverine flood,NA,Saudi Arabia,21.3521,39.94,2011,1,25,2011,1,31,11,300000
2011,Geophysical,Earthquake,Ground movement,NA,Thailand,20.687,99.822,2011,3,24,2011,3,24,1,NA
2011,Geophysical,Earthquake,Ground movement,NA,Tajikistan,40.081,71.41,2011,7,19,2011,7,19,NA,NA
2011,Geophysical,Earthquake,Ground movement,NA,Turkey,39.149,29.103,2011,5,19,2011,5,19,3,244000
2011,Hydrological,Flood,Riverine flood,NA,United States of America (the),34.1,-90.83,2011,5,1,2011,5,24,1,NA
2011,Geophysical,Earthquake,Ground movement,NA,Uzbekistan,40.081,71.41,2011,7,19,2011,7,19,13,NA
2009,Geophysical,Earthquake,Tsunami,NA,Samoa,-15.489,-172.095,2009,9,29,2009,9,29,148,124040
2009,Hydrological,Flood,Riverine flood,NA,South Africa,-33.07,18.92,2009,7,12,2009,7,16,11,NA
2010,Hydrological,Flood,Riverine flood,NA,Yemen,16.73,47.92,2010,7,10,2010,7,15,15,NA
2010,Meteorological,Storm,Tropical cyclone,NA,Viet Nam,22.11,105.95,2010,7,23,2010,7,25,10,NA
2010,Hydrological,Flood,Riverine flood,NA,Yemen,14.03,44.31,2010,5,5,2010,5,5,7,NA
2010,Geophysical,Earthquake,Ground movement,NA,Serbia,43.76,20.73,2010,11,3,2010,11,3,2,132260
2010,Hydrological,Flood,Flash flood,NA,Serbia,44.47,21.14,2010,3,1,2010,3,2,NA,NA
2011,Geophysical,Earthquake,Ground movement,NA,China,43.015,88.247,2011,6,8,2011,6,8,NA,NA
2011,Hydrological,Flood,Riverine flood,NA,Colombia,4.64,-73.94,2011,9,1,2011,12,29,135,1290000
2011,Geophysical,Volcanic activity,Ash fall,NA,Indonesia,0.8,127.33,2011,12,4,2011,12,27,3,NA
2011,Hydrological,Flood,Riverine flood,NA,South Africa,-31.055,28.41,2011,1,1,2011,2,4,40,211000
2011,Hydrological,Flood,Riverine flood,NA,Angola,-6.284,15.46,2011,12,15,2012,1,9,NA,NA
2011,Hydrological,Flood,Riverine flood,NA,Brazil,-30.34,-52.64,2011,7,23,2011,7,29,3,NA
2011,Geophysical,Earthquake,Ground movement,NA,China,43.648,82.437,2011,11,1,2011,11,1,NA,56400
2011,Geophysical,Earthquake,Ground movement,NA,China,39.955,77.028,2011,8,11,2011,8,11,NA,NA
2011,Hydrological,Flood,Riverine flood,NA,China,37.417,109.53,2011,8,1,2011,9,8,22,NA
2011,Hydrological,Flood,Riverine flood,NA,Algeria,29.565,1.7,2011,10,1,2011,10,2,10,779000
2011,Hydrological,Flood,Riverine flood,NA,Ghana,5.5847,-0.95,2011,10,26,2011,10,29,14,NA
2011,Geophysical,Earthquake,Ground movement,NA,Guatemala,14.186,-90.238,2011,9,19,2011,9,19,3,NA
2011,Geophysical,Earthquake,Ground movement,NA,Indonesia,2.965,97.893,2011,9,5,2011,9,5,10,5850
2011,Geophysical,Volcanic activity,Ash fall,NA,Indonesia,1.358333,124.79,2011,7,11,2011,7,17,NA,NA
2011,Hydrological,Flood,Riverine flood,NA,Indonesia,-4.39,137.83,2011,4,1,2011,4,10,18,NA
2011,Hydrological,Flood,Riverine flood,NA,Indonesia,-7.379,110.24,2011,12,18,2011,12,22,10,NA
2011,Hydrological,Flood,Riverine flood,NA,India,20.651,86,2011,9,23,2011,10,23,239,930000
2011,Hydrological,Flood,Riverine flood,NA,India,26.59,92.18,2011,8,15,2011,9,8,7,NA
2011,Hydrological,Flood,Riverine flood,NA,India,26.376,86.24,2011,8,15,2011,10,2,204,NA
2011,Hydrological,Flood,Riverine flood,NA,India,28.524,80.93,2011,7,23,2011,8,9,19,NA
2012,Geophysical,Earthquake,Ground movement,NA,Afghanistan,36.023,69.351,2012,6,11,2012,6,11,73,NA
2012,Hydrological,Flood,Riverine flood,NA,Bangladesh,22.1723,92.1,2012,6,24,2012,7,2,139,NA
2012,Hydrological,Flood,Riverine flood,NA,China,33.4553,106.94,2012,6,22,2012,7,2,91,1200000
2012,Hydrological,Flood,Riverine flood,NA,Ecuador,-0.5987,-79.5,2012,1,1,2012,3,26,29,NA
2012,Hydrological,Flood,Riverine flood,NA,Fiji,-17.784,178.08,2012,1,22,2012,2,6,10,17000
2012,Hydrological,Flood,Flash flood,NA,Georgia,42.0681,44.52,2012,5,12,2012,5,16,5,3000
2012,Hydrological,Flood,Riverine flood,NA,Haiti,19.4433,-72.58,2012,4,8,2012,4,26,9,NA
2012,Hydrological,Flood,Riverine flood,NA,India,26.5659,92.44,2012,6,26,2012,7,13,120,NA
2012,Hydrological,Flood,Riverine flood,NA,India,30.1135,78.85,2012,8,4,2012,8,9,30,110000
2012,Hydrological,Flood,Riverine flood,NA,India,31.3,76.85,2012,9,16,2012,9,18,45,20000
2012,Hydrological,Flood,Riverine flood,NA,India,26.8,93.63,2012,9,19,2012,9,23,21,98000
2012,Hydrological,Flood,Riverine flood,NA,Bulgaria,42.555,24.26,2012,2,1,2012,2,6,5,4400
2012,Hydrological,Flood,Riverine flood,NA,Afghanistan,34.2696,64.19,2012,5,18,2012,5,18,74,NA
2012,Hydrological,Flood,Riverine flood,NA,Afghanistan,37.0528,70,2012,5,12,2012,5,16,20,NA
2012,Hydrological,Flood,Riverine flood,NA,Argentina,-27.5,-59.63,2012,11,20,2012,12,4,6,NA
2012,Hydrological,Flood,Riverine flood,NA,Australia,-21.71,146.64,2012,1,22,2012,3,7,2,225000
2012,Geophysical,Earthquake,Ground movement,NA,Azerbaijan,41.549,46.789,2012,5,7,2012,5,7,NA,NA
2012,Geophysical,Earthquake,Ground movement,NA,Azerbaijan,41.439,46.789,2012,5,18,2012,5,18,NA,NA
2012,Geophysical,Earthquake,Ground movement,NA,Bulgaria,42.645,22.968,2012,5,22,2012,5,22,NA,NA
2012,Hydrological,Flood,Riverine flood,NA,Brazil,-10.4897,-67.99,2012,2,20,2012,3,26,3,NA
2012,Hydrological,Flood,Riverine flood,NA,Canada,46.5994,-67.5,2012,3,25,2012,3,30,NA,34000
2012,Geophysical,Earthquake,Ground movement,NA,Chile,-35.2,-72.217,2012,3,25,2012,3,25,1,100000
2012,Hydrological,Flood,Riverine flood,NA,Chile,-52.8256,-69.41,2012,3,1,2012,3,15,NA,3100
2012,Geophysical,Earthquake,Ground movement,NA,China,27.767,100.781,2012,6,24,2012,6,24,4,300000
2012,Geophysical,Earthquake,Ground movement,NA,China,43.433,84.7,2012,6,29,2012,6,29,NA,68000
2012,Geophysical,Earthquake,Ground movement,NA,China,27.575,103.983,2012,9,7,2012,9,7,81,1000000
2012,Geophysical,Earthquake,Ground movement,NA,China,32.978,119.593,2012,7,20,2012,7,20,1,NA
2012,Geophysical,Earthquake,Ground movement,NA,China,38.745,88.098,2012,12,7,2012,12,7,NA,96000
2012,Geophysical,Earthquake,Ground movement,NA,China,39.383,81.307,2012,3,9,2012,3,9,NA,84000
2012,Hydrological,Flood,Riverine flood,NA,China,92.4515,106.49,2012,5,8,2012,5,16,53,316333
2012,Hydrological,Flood,Riverine flood,NA,China,31.41,113.04,2012,7,9,2012,7,25,58,600000
2012,Hydrological,Flood,Riverine flood,NA,Colombia,3.606,-73.07,2012,4,20,2012,4,26,17,40000
2012,Geophysical,Earthquake,Ground movement,NA,Costa Rica,10.085,-85.315,2012,9,5,2012,9,5,2,45000
2012,Hydrological,Flood,Riverine flood,NA,Fiji,-17.7982,178.02,2012,3,29,2012,3,30,5,72000
2012,Hydrological,Flood,Riverine flood,NA,United Kingdom of Great Britain and Northern Ireland (the),54.04,-2.13,2012,9,23,2012,9,27,3,81000
2012,Hydrological,Flood,Riverine flood,NA,United Kingdom of Great Britain and Northern Ireland (the),53.45,-1.19,2012,11,21,2012,12,18,4,1630000
2012,Hydrological,Flood,Riverine flood,NA,Greece,39.8677,21.01,2012,2,3,2012,2,6,1,NA
2012,Geophysical,Earthquake,Ground movement,NA,Guatemala,13.988,-91.895,2012,11,7,2012,11,7,44,210000
2012,Meteorological,Storm,Tropical cyclone,NA,Haiti,19.1356,-72.28,2012,8,25,2012,8,29,13,NA
2012,Geophysical,Earthquake,Ground movement,NA,Indonesia,2.327,93.063,2012,4,11,2012,4,11,7,NA
2012,Geophysical,Earthquake,Ground movement,NA,Indonesia,-1.315,120.096,2012,8,18,2012,8,18,6,NA
2013,Hydrological,Flood,Riverine flood,NA,China,23.6387,114.46,2013,5,12,2013,5,28,55,661000
2013,Hydrological,Flood,Riverine flood,NA,Brazil,-18.9538,-41.94,2013,12,17,2014,1,4,64,540000
2013,Geophysical,Earthquake,Ground movement,NA,China,34.512,104.262,2013,7,22,2013,7,22,95,1000000
2013,Geophysical,Earthquake,Ground movement,NA,China,28.2425,99.3502,2013,8,31,2013,8,31,3,155000
2013,Geophysical,Earthquake,Ground movement,NA,Indonesia,4.645,96.665,2013,7,2,2013,7,2,48,130000
2013,Hydrological,Flood,Riverine flood,NA,Indonesia,1.0256,124.51,2013,2,15,2013,2,22,17,2000
2013,Hydrological,Flood,Riverine flood,NA,India,32.714,76.61,2013,6,12,2013,6,27,6054,1100000
2013,Meteorological,Storm,Tropical cyclone,NA,China,22.7696,113.69,2013,8,15,2013,8,21,88,2120000
2013,Geophysical,Earthquake,Ground movement,NA,Afghanistan,34.526,70.22,2013,4,24,2013,4,24,18,NA
2013,Hydrological,Flood,Riverine flood,NA,Afghanistan,36.9291,68.85,2013,4,25,2013,4,29,20,NA
2013,Hydrological,Flood,Riverine flood,NA,Argentina,-34.4809,-58.68,2013,4,1,2013,4,7,52,1300000
2013,Hydrological,Flood,Riverine flood,NA,Canada,51.24,-109.64,2013,6,20,2013,6,27,4,5700000
2013,Geophysical,Earthquake,Ground movement,NA,China,25.98,99.812,2013,3,3,2013,3,3,NA,56000
2013,Geophysical,Earthquake,Ground movement,NA,China,30.308,102.888,2013,4,20,2013,4,20,198,6800000
2013,Geophysical,Earthquake,Ground movement,NA,China,44.5993,124.1681,2013,11,22,2013,11,23,NA,NA
2013,Geophysical,Earthquake,Ground movement,NA,China,31.066,110.412,2013,12,16,2013,12,16,NA,6300
2013,Geophysical,Earthquake,Ground movement,NA,China,25.953,99.782,2013,4,17,2013,4,17,NA,38000
2013,Geophysical,Earthquake,Ground movement,NA,China,40.253,78.944,2013,12,1,2013,12,1,NA,NA
2013,Hydrological,Flood,Riverine flood,NA,China,30.4563,104.02,2013,7,7,2013,7,17,233,4621600
2013,Hydrological,Flood,Riverine flood,NA,China,35.9161,100.18,2013,8,18,2013,8,21,43,457000
2013,Meteorological,Storm,Tropical cyclone,NA,China,25.8633,118.14,2013,7,13,2013,7,15,1,253000
2013,Geophysical,Earthquake,Ground movement,NA,Colombia,1.135,-77.393,2013,2,9,2013,2,9,NA,4000
2013,Hydrological,Flood,Riverine flood,NA,Cuba,22.9043,-81.4,2013,12,1,2013,12,8,2,NA
2013,Hydrological,Flood,Riverine flood,NA,Germany,49.1358,12.11,2013,5,28,2013,6,18,4,12900000
2013,Hydrological,Flood,Riverine flood,NA,United Kingdom of Great Britain and Northern Ireland (the),53.2732,-1.51,2013,12,27,2014,1,NA,2,1500000
2013,Geophysical,Earthquake,Ground movement,NA,Guatemala,14.6056,-92.1207,2013,9,7,2013,9,7,1,2000
2013,Geophysical,Earthquake,Ground movement,NA,Hungary,47.624,20.227,2013,4,14,2013,4,23,NA,NA
2013,Geophysical,Earthquake,Ground movement,NA,Indonesia,4.927,95.907,2013,1,22,2013,1,22,1,NA
2013,Geophysical,Earthquake,Ground movement,NA,Indonesia,5.1033,95.9709,2013,10,22,2013,10,22,1,NA
2013,Geophysical,Volcanic activity,Ash fall,NA,Indonesia,3.17,98.392,2013,9,NA,2013,12,NA,NA,NA
2013,Hydrological,Flood,Riverine flood,NA,Indonesia,-6.17945,106.73,2013,1,17,2013,1,31,34,3000000
2013,Hydrological,Flood,Riverine flood,NA,Indonesia,-0.86702,121.88,2013,1,3,2013,1,10,8,NA
2013,Hydrological,Flood,Riverine flood,NA,Indonesia,4.48013,97.29,2013,12,28,2013,12,30,NA,2000
2013,Geophysical,Earthquake,Ground movement,NA,India,33.061,75.863,2013,5,1,2013,5,1,3,120000
2014,Hydrological,Landslide,Landslide,NA,Bolivia (Plurinational State of),-13.3888,-64.01,2014,1,1,2014,2,28,74,200000
2014,Hydrological,Flood,Riverine flood,NA,France,43.9958,7.1,2014,1,19,2014,2,7,4,NA
2014,Geophysical,Earthquake,Ground movement,NA,Greece,38.2082,20.4528,2014,1,26,2014,2,3,NA,178000
2014,Geophysical,Volcanic activity,Ash fall,NA,Indonesia,3.17,98.392,2014,2,1,2014,2,1,32,83000
2014,Hydrological,Flood,Riverine flood,NA,Indonesia,-6.6324,107.71,2014,1,8,2014,2,7,32,600000
2011,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),8.526,124.88,2011,12,15,2011,12,18,1439,38082
2011,Hydrological,Flood,Flash flood,NA,Italy,44.422,9.33,2011,10,26,2011,10,26,10,545000
2011,Hydrological,Flood,Riverine flood,NA,Korea (the Republic of),37.851,126.87,2011,7,27,2011,8,9,53,52000
2011,Geophysical,Earthquake,Ground movement,NA,New Zealand,-43.564,172.743,2011,6,13,2011,6,13,1,3000000
2011,Hydrological,Flood,Riverine flood,NA,Uganda,1.664,33.67,2011,8,20,2011,9,8,27,NA
2011,Hydrological,Flood,Riverine flood,NA,Kenya,0.1257,35.57,2011,8,15,2011,9,8,8,NA
2011,Hydrological,Flood,Riverine flood,NA,Kenya,0.385,36.12,2011,11,29,2011,12,22,25,NA
2011,Hydrological,Flood,Riverine flood,NA,Cambodia,12.004,105.5,2011,8,10,2011,11,1,247,521000
2011,Geophysical,Earthquake,Ground movement,NA,Mexico,17.986,-99.789,2011,12,11,2011,12,11,2,NA
2011,Hydrological,Flood,Riverine flood,NA,Niger (the),414.951,4.56,2011,8,10,2011,9,8,7,NA
2011,Geophysical,Earthquake,Ground movement,NA,Peru,-14.438,-75.966,2011,10,28,2011,10,28,1,NA
2011,Geophysical,Earthquake,Ground movement,NA,Philippines (the),7.904,125.195,2011,11,7,2011,11,7,NA,NA
2011,Geophysical,Volcanic activity,Ash fall,NA,Philippines (the),14.002,120.993,2011,3,17,2011,4,18,NA,NA
2011,Hydrological,Flood,Flash flood,NA,Philippines (the),8.085,125.93,2011,11,9,2011,11,14,NA,178881
2011,Geophysical,Earthquake,Ground movement,NA,Turkey,38.721,43.508,2011,10,23,2011,10,23,604,1500000
2011,Geophysical,Earthquake,Ground movement,NA,Turkey,38.429,43.229,2011,11,9,2011,11,9,40,NA
2011,Hydrological,Flood,Riverine flood,NA,"Tanzania, United Republic of",-6.917,39.04,2011,12,20,2011,12,22,20,NA
2011,Hydrological,Flood,Riverine flood,NA,"Tanzania, United Republic of",-6.647,37.56,2011,4,9,2011,5,19,8,NA
2012,Meteorological,Storm,Tropical cyclone,NA,India,11.82,78.08,2012,11,4,2012,11,8,40,NA
2012,Hydrological,Flood,Riverine flood,NA,Sri Lanka,7.976,80.77,2012,12,17,2012,12,19,53,1200
2012,Geophysical,Earthquake,Ground movement,NA,Myanmar,23.005,95.885,2012,11,11,2012,11,11,38,1170
2012,Geophysical,Earthquake,Ground movement,NA,Philippines (the),9.999,123.206,2012,2,6,2012,2,6,113,8900
2012,Meteorological,Storm,Tropical cyclone,NA,Korea (the Democratic People's Republic of),38.19,126.24,2012,8,28,2012,8,30,59,NA
2012,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),38.329,46.826,2012,8,11,2012,8,11,306,500000
2012,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.506,59.571,2012,12,5,2012,12,5,6,NA
2012,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.288,58.835,2012,1,19,2012,1,19,NA,NA
2012,Hydrological,Flood,Riverine flood,NA,Iran (Islamic Republic of),36.53,54.26,2012,10,12,2012,10,15,7,NA
2012,Geophysical,Earthquake,Ground movement,NA,Italy,44.89,11.23,2012,5,20,2012,5,20,7,15800000
2012,Geophysical,Earthquake,Ground movement,NA,Italy,44.851,11.086,2012,5,29,2012,5,29,17,NA
2012,Hydrological,Flood,Riverine flood,NA,Italy,43.1605,12.41,2012,11,11,2012,11,18,4,15000
2012,Hydrological,Flood,Riverine flood,NA,Kenya,-0.191962,35.19,2012,4,20,2012,5,16,73,100000
2012,Geophysical,Earthquake,Ground movement,NA,Mexico,16.493,-98.231,2012,3,20,2012,3,20,2,320000
2012,Hydrological,Flood,Riverine flood,NA,Myanmar,16.5919,97.85,2012,7,15,2012,8,29,2,NA
2012,Hydrological,Flood,Riverine flood,NA,Nepal,28.524,83.83,2012,5,5,2012,5,7,72,1000
2012,Hydrological,Flood,Riverine flood,NA,Pakistan,28.04,68.77,2012,8,NA,2012,10,29,480,2500000
2012,Hydrological,Flood,Riverine flood,NA,Pakistan,35.03,73.52,2012,8,23,2012,8,29,26,NA
2012,Geophysical,Earthquake,Ground movement,NA,Peru,-14.168,-75.635,2012,1,30,2012,1,30,NA,NA
2012,Geophysical,Earthquake,Ground movement,NA,Philippines (the),7.905,125.044,2012,9,4,2012,9,4,NA,NA
2012,Geophysical,Earthquake,Ground movement,NA,Philippines (the),10.811,126.638,2012,8,31,2012,8,31,1,3244
2012,Hydrological,Flood,Flash flood,NA,Philippines (the),6.873,124.78,2012,6,9,2012,6,12,1,NA
2012,Hydrological,Flood,Riverine flood,NA,Philippines (the),8.22392,125.27,2012,2,20,2012,2,27,NA,NA
2012,Hydrological,Flood,Riverine flood,NA,Russian Federation (the),42.33,47.59,2012,10,9,2012,10,15,7,NA
2012,Hydrological,Flood,Riverine flood,NA,Rwanda,-1.40095,29.36,2012,4,9,2012,4,18,5,NA
2012,Hydrological,Flood,Riverine flood,NA,Saudi Arabia,20.5946,51.01,2012,4,14,2012,4,18,19,NA
2012,Hydrological,Flood,Riverine flood,NA,Senegal,14.46,-15.49,2012,8,15,2012,8,31,19,10000
2012,Hydrological,Flood,Riverine flood,NA,Somalia,4.94,44.89,2012,11,21,2012,11,21,6,NA
2012,Hydrological,Flood,Riverine flood,NA,Thailand,17.09,99.64,2012,8,15,2012,9,30,NA,NA
2012,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.612,70.354,2012,5,13,2012,5,13,2,NA
2012,Hydrological,Flood,Riverine flood,NA,Taiwan (Province of China),24.0587,120.94,2012,6,9,2012,6,12,6,16900
2012,Hydrological,Flood,Riverine flood,NA,"Tanzania, United Republic of",-1.83097,34.79,2012,3,1,2012,3,7,10,NA
2012,Hydrological,Flood,Riverine flood,NA,Uganda,2.65,32.72,2012,8,20,2012,9,7,NA,NA
2013,Meteorological,Storm,Tropical cyclone,NA,Somalia,21.68,57.43,2013,11,8,2013,11,19,162,2000
2013,Hydrological,Flood,Riverine flood,NA,Kenya,2.46174,36.72,2013,3,10,2013,4,30,96,36000
2013,Hydrological,Flood,Riverine flood,NA,Philippines (the),16.3191,121.14,2013,8,13,2013,8,21,31,2190000
2013,Hydrological,Flood,Riverine flood,NA,Korea (the Democratic People's Republic of),39.6151,126.32,2013,7,12,2013,7,23,51,NA
2013,Geophysical,Earthquake,Tsunami,NA,Solomon Islands,-10.799,165.114,2013,2,6,2013,2,6,10,2000
